Date,ServiceCategory,MarketingChannel,Season,CustomerType,AdSpend,Conversions,Revenue,DayName,MonthName,Year,ConversionRate,ROI,RevenuePerConversion,CustomerFlag,Segment,SpendPerConversion,PerformanceScore,LoyaltyPotential,ChannelEfficiency,Cost_per_Conversion
2025-02-21,Pastry,Flyers,Summer,Returning,85.53,2,37.4,Friday,February,2025,0.0233836080907284,0.43727347129662103,18.7,1,Returning_Flyers,42.765,0.01022503148127256,0.43727347129662103,0.0233836080907284,42.765
2024-10-04,Smoothie,Instagram,Summer,New,87.4,1,8.79,Friday,October,2024,0.011441647597254004,0.10057208237986269,8.79,0,New_Instagram,69.695,0.0011507103247123877,0.0,0.011441647597254004,87.4
2024-11-19,Sandwich,Flyers,Fall,Returning,197.97,6,260.23,Tuesday,November,2024,0.030307622367025305,1.3144920947618326,43.37166666666667,1,Returning_Flyers,32.995,0.03983913001248166,1.3144920947618326,0.030307622367025305,32.995
2024-05-24,Pastry,Google Ads,Spring,Returning,84.91,1,36.69,Friday,May,2024,0.01177717583323519,0.4321045813213991,36.69,1,Returning_Google Ads,69.695,0.0050889716325685916,0.4321045813213991,0.01177717583323519,84.91
2025-01-23,Coffee,Referral,Spring,Returning,32.94,9,342.94,Thursday,January,2025,0.18808314201505583,5.815488989814098,38.10444444444445,1,Returning_Referral,3.6599999999999997,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.6599999999999997
2025-01-14,Coffee,Instagram,Spring,Returning,20.23,3,130.11,Tuesday,January,2025,0.14829461196243202,5.815488989814098,43.370000000000005,1,Returning_Instagram,6.743333333333333,0.5606004644868534,3.2240023204473434,0.14829461196243202,6.743333333333333
2024-09-14,Sandwich,Google Ads,Spring,New,13.43,9,343.65,Saturday,September,2024,0.18808314201505583,5.815488989814098,38.18333333333333,0,New_Google Ads,1.4922222222222221,0.5606004644868534,0.0,0.18808314201505583,1.4922222222222221
2024-10-08,Smoothie,Instagram,Summer,Returning,82.8,7,331.08,Tuesday,October,2024,0.08454106280193237,3.9985507246376812,47.29714285714285,1,Returning_Instagram,11.828571428571427,0.3380417279283064,3.2240023204473434,0.08454106280193237,11.828571428571427
2024-07-13,Sandwich,Instagram,Fall,New,154.7,8,386.43,Saturday,July,2024,0.05171299288946348,2.4979314802844215,48.30375,0,New_Instagram,19.3375,0.12917551287831527,0.0,0.05171299288946348,19.3375
2025-03-15,Coffee,Flyers,Fall,Returning,137.68,7,84.12,Saturday,March,2025,0.05084253341080767,0.6109819872167345,12.017142857142858,1,Returning_Flyers,19.66857142857143,0.031063872098468486,0.6109819872167345,0.05084253341080767,19.66857142857143
2025-01-09,Coffee,Flyers,Spring,Returning,124.38,7,314.14,Thursday,January,2025,0.05627914455700274,2.5256472101624055,44.87714285714286,1,Returning_Flyers,17.768571428571427,0.1421412644407207,2.5256472101624055,0.05627914455700274,17.768571428571427
2024-06-09,Smoothie,Referral,Summer,New,89.19,3,92.28,Sunday,June,2024,0.03363605785401951,1.03464513958964,30.76,0,New_Referral,29.73,0.03480138377361723,0.0,0.03363605785401951,29.73
2024-05-08,Coffee,Referral,Spring,Returning,189.59,1,7.25,Wednesday,May,2024,0.005274539796402764,0.03824041352392004,7.25,1,Returning_Referral,69.695,0.0002017005829628147,0.03824041352392004,0.005274539796402764,189.59
2025-01-28,Pastry,Flyers,Spring,New,189.45,6,228.49,Tuesday,January,2025,0.03167062549485353,1.2060702032198471,38.08166666666667,0,New_Flyers,31.575,0.038196997726677666,0.0,0.03167062549485353,31.575
2024-07-08,Smoothie,Instagram,Fall,New,137.26,10,88.82,Monday,July,2024,0.07285443683520326,0.6470931079702754,8.882,0,New_Instagram,13.725999999999999,0.0471436039611158,0.0,0.07285443683520326,13.725999999999999
2024-05-02,Coffee,Flyers,Spring,New,11.36,8,320.62,Thursday,May,2024,0.18808314201505583,5.815488989814098,40.0775,0,New_Flyers,1.42,0.5606004644868534,0.0,0.18808314201505583,1.42
2024-12-06,Smoothie,Referral,Winter,New,155.6,7,102.46,Friday,December,2024,0.04498714652956298,0.6584832904884319,14.637142857142857,0,New_Referral,22.228571428571428,0.029623284276471873,0.0,0.04498714652956298,22.228571428571428
2024-09-24,Smoothie,Flyers,Spring,New,117.48,7,121.77,Tuesday,September,2024,0.059584610146407896,1.0365168539325842,17.395714285714284,0,New_Flyers,16.782857142857143,0.06176045265175425,0.0,0.059584610146407896,16.782857142857143
2024-12-21,Smoothie,Instagram,Winter,Returning,11.08,6,241.21,Saturday,December,2024,0.18808314201505583,5.815488989814098,40.20166666666667,1,Returning_Instagram,1.8466666666666667,0.5606004644868534,3.2240023204473434,0.18808314201505583,1.8466666666666667
2025-02-06,Sandwich,Google Ads,Summer,Returning,27.39,10,342.56,Thursday,February,2025,0.18808314201505583,5.815488989814098,34.256,1,Returning_Google Ads,2.739,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.739
2024-05-24,Coffee,Referral,Spring,Returning,47.46,3,86.67,Friday,May,2024,0.0632111251580278,1.8261694058154234,28.89,1,Returning_Referral,15.82,0.11543422287076,1.8261694058154234,0.0632111251580278,15.82
2025-02-24,Sandwich,Referral,Summer,Returning,45.64,7,306.12,Monday,February,2025,0.15337423312883436,5.815488989814098,43.73142857142857,1,Returning_Referral,6.5200000000000005,0.5606004644868534,3.2240023204473434,0.15337423312883436,6.5200000000000005
2024-11-16,Smoothie,Flyers,Fall,New,35.43,2,89.76,Saturday,November,2024,0.056449336720293536,2.533446232006774,44.88,0,New_Flyers,17.715,0.14301135941330928,0.0,0.056449336720293536,17.715
2024-06-30,Pastry,Referral,Summer,New,151.84,3,42.01,Sunday,June,2024,0.019757639620653317,0.276672813487882,14.003333333333332,0,New_Referral,50.61333333333334,0.005466401741725802,0.0,0.019757639620653317,50.61333333333334
2025-04-14,Sandwich,Referral,Winter,Returning,167.37,7,330.39,Monday,April,2025,0.04182350480970305,1.97400967915397,47.19857142857143,1,Returning_Referral,23.91,0.08256000331049644,1.97400967915397,0.04182350480970305,23.91
2024-09-21,Sandwich,Referral,Spring,New,152.92,2,17.7,Saturday,September,2024,0.013078733978550878,0.11574679571017527,8.85,0,New_Referral,69.695,0.0015138215499630563,0.0,0.013078733978550878,76.46
2025-01-21,Pastry,Referral,Spring,New,61.54,9,293.8,Tuesday,January,2025,0.14624634384140398,4.774130646733832,32.644444444444446,0,New_Referral,6.837777777777777,0.5606004644868534,0.0,0.14624634384140398,6.837777777777777
2025-04-12,Sandwich,Google Ads,Winter,Returning,197.26,8,350.64,Saturday,April,2025,0.04055561188279428,1.7775524688228734,43.83,1,Returning_Google Ads,24.6575,0.07208972802688324,1.7775524688228734,0.04055561188279428,24.6575
2025-04-03,Smoothie,Google Ads,Winter,Returning,153.76,2,33.49,Thursday,April,2025,0.013007284079084289,0.21780697190426643,16.745,1,Returning_Google Ads,69.695,0.002833077157963924,0.21780697190426643,0.013007284079084289,76.88
2024-10-18,Coffee,Instagram,Summer,Returning,74.73,1,43.33,Friday,October,2024,0.013381506757660911,0.5798206878094473,43.33,1,Returning_Instagram,69.695,0.007758874452153716,0.5798206878094473,0.013381506757660911,74.73
2024-06-17,Coffee,Referral,Summer,New,114.32,3,31.67,Monday,June,2024,0.026242127361791465,0.27702939118264525,10.556666666666667,0,New_Referral,38.10666666666666,0.007269840566374526,0.0,0.026242127361791465,38.10666666666666
2024-08-12,Coffee,Flyers,Winter,New,95.87,9,243.73,Monday,August,2024,0.09387712527380827,2.542296860331699,27.08111111111111,0,New_Flyers,10.652222222222223,0.23866352084056838,0.0,0.09387712527380827,10.652222222222223
2024-11-11,Sandwich,Instagram,Fall,Returning,58.76,7,172.73,Monday,November,2024,0.1191286589516678,2.939584751531654,24.675714285714285,1,Returning_Instagram,8.394285714285713,0.35018878932473757,2.939584751531654,0.1191286589516678,8.394285714285713
2024-06-13,Sandwich,Google Ads,Summer,New,74.13,9,390.12,Thursday,June,2024,0.12140833670578714,5.262646701740186,43.346666666666664,0,New_Google Ads,8.236666666666666,0.5606004644868534,0.0,0.12140833670578714,8.236666666666666
2024-08-06,Sandwich,Google Ads,Winter,New,55.28,10,404.38,Tuesday,August,2024,0.1808972503617945,5.815488989814098,40.438,0,New_Google Ads,5.5280000000000005,0.5606004644868534,0.0,0.1808972503617945,5.5280000000000005
2024-11-03,Sandwich,Referral,Fall,New,140.89,7,214.07,Sunday,November,2024,0.04968415075590887,1.5194123074739159,30.58142857142857,0,New_Referral,20.127142857142854,0.07549071014491739,0.0,0.04968415075590887,20.127142857142854
2024-11-20,Coffee,Referral,Fall,Returning,65.7,7,268.62,Wednesday,November,2024,0.106544901065449,4.088584474885844,38.37428571428571,1,Returning_Referral,9.385714285714286,0.4356178283744431,3.2240023204473434,0.106544901065449,9.385714285714286
2024-12-27,Pastry,Google Ads,Winter,Returning,159.12,4,182.28,Friday,December,2024,0.02513826043237808,1.145550527903469,45.57,1,Returning_Google Ads,39.78,0.028797147508885595,1.145550527903469,0.02513826043237808,39.78
2025-04-02,Coffee,Google Ads,Winter,Returning,98.93,9,365.74,Wednesday,April,2025,0.0909734155463459,3.696957444657839,40.63777777777778,1,Returning_Google Ads,10.992222222222223,0.33632484587001465,3.2240023204473434,0.0909734155463459,10.992222222222223
2024-10-15,Coffee,Flyers,Summer,Returning,60.37,1,35.38,Tuesday,October,2024,0.01656451880072884,0.5860526751697864,35.38,1,Returning_Flyers,60.37,0.00970768055606736,0.5860526751697864,0.01656451880072884,60.37
2025-04-30,Coffee,Instagram,Winter,New,117.94,1,31.83,Wednesday,April,2025,0.008478887569950822,0.26988299135153465,31.83,0,New_Instagram,69.695,0.0022883075407116723,0.0,0.008478887569950822,117.94
2024-05-12,Sandwich,Flyers,Spring,Returning,175.23,6,172.31,Sunday,May,2024,0.034240712206813906,0.9833361867260173,28.718333333333334,1,Returning_Flyers,29.205,0.03367013137223138,0.9833361867260173,0.034240712206813906,29.205
2024-06-23,Coffee,Flyers,Summer,Returning,44.66,2,37.25,Sunday,June,2024,0.04478280340349306,0.8340797133900583,18.625,1,Returning_Flyers,22.33,0.03735242782758882,0.8340797133900583,0.04478280340349306,22.33
2025-03-31,Sandwich,Instagram,Fall,New,80.38,10,438.46,Monday,March,2025,0.1244090569793481,5.4548395123164966,43.846,0,New_Instagram,8.038,0.5606004644868534,0.0,0.1244090569793481,8.038
2024-12-07,Pastry,Flyers,Winter,New,89.36,6,200.21,Saturday,December,2024,0.06714413607878246,2.240487914055506,33.36833333333333,0,New_Flyers,14.893333333333333,0.15043562538421035,0.0,0.06714413607878246,14.893333333333333
2025-01-08,Pastry,Google Ads,Spring,Returning,83.87,3,16.27,Wednesday,January,2025,0.03576964349588649,0.19399069989269105,5.423333333333333,1,Returning_Google Ads,27.956666666666667,0.006938978176679064,0.19399069989269105,0.03576964349588649,27.956666666666667
2024-10-29,Coffee,Google Ads,Summer,New,62.49,6,131.15,Tuesday,October,2024,0.09601536245799328,2.0987357977276364,21.858333333333334,0,New_Google Ads,10.415000000000001,0.20151087832238468,0.0,0.09601536245799328,10.415000000000001
2024-07-23,Coffee,Google Ads,Fall,Returning,174.55,1,40.09,Tuesday,July,2024,0.005729017473503294,0.22967631051274706,40.09,1,Returning_Google Ads,69.695,0.0013158195961772963,0.22967631051274706,0.005729017473503294,174.55
2024-06-24,Sandwich,Flyers,Summer,Returning,76.91,7,328.02,Monday,June,2024,0.09101547263034716,4.264985047458068,46.86,1,Returning_Flyers,10.987142857142857,0.38817962985575966,3.2240023204473434,0.09101547263034716,10.987142857142857
2025-04-06,Sandwich,Flyers,Winter,Returning,116.29,5,220.68,Sunday,April,2025,0.04299595837991228,1.8976696190558087,44.136,1,Returning_Flyers,23.258000000000003,0.08159212395974755,1.8976696190558087,0.04299595837991228,23.258000000000003
2025-05-02,Sandwich,Google Ads,Spring,Returning,194.99,1,29.32,Friday,May,2025,0.005128468126570593,0.15036668547104978,29.32,1,Returning_Google Ads,69.695,0.0007711507537363443,0.15036668547104978,0.005128468126570593,194.99
2025-03-07,Coffee,Referral,Fall,New,190.59,8,167.67,Friday,March,2025,0.04197491998530878,0.8797418542420903,20.95875,0,New_Referral,23.82375,0.03692709393953892,0.0,0.04197491998530878,23.82375
2024-10-27,Pastry,Flyers,Summer,Returning,60.26,9,278.09,Sunday,October,2024,0.14935280451377364,4.614835711915035,30.898888888888887,1,Returning_Flyers,6.695555555555555,0.5606004644868534,3.2240023204473434,0.14935280451377364,6.695555555555555
2024-06-21,Coffee,Referral,Summer,New,36.56,7,289.76,Friday,June,2024,0.18808314201505583,5.815488989814098,41.394285714285715,0,New_Referral,5.222857142857143,0.5606004644868534,0.0,0.18808314201505583,5.222857142857143
2024-09-09,Sandwich,Instagram,Spring,New,18.64,8,259.06,Monday,September,2024,0.18808314201505583,5.815488989814098,32.3825,0,New_Instagram,2.33,0.5606004644868534,0.0,0.18808314201505583,2.33
2024-07-14,Pastry,Instagram,Fall,Returning,13.33,8,149.88,Sunday,July,2024,0.18808314201505583,5.815488989814098,18.735,1,Returning_Instagram,1.66625,0.5606004644868534,3.2240023204473434,0.18808314201505583,1.66625
2024-07-24,Sandwich,Referral,Fall,Returning,57.69,4,118.17,Wednesday,July,2024,0.06933610677760443,2.0483619344773794,29.5425,1,Returning_Referral,14.4225,0.14202544180810395,2.0483619344773794,0.06933610677760443,14.4225
2024-05-23,Smoothie,Instagram,Spring,New,21.38,5,101.81,Thursday,May,2024,0.18808314201505583,4.761927034611787,20.362000000000002,0,New_Instagram,4.276,0.5606004644868534,0.0,0.18808314201505583,4.276
2025-01-08,Coffee,Flyers,Spring,New,90.1,8,204.7,Wednesday,January,2025,0.08879023307436183,2.271920088790233,25.5875,0,New_Flyers,11.2625,0.20172431421000964,0.0,0.08879023307436183,11.2625
2025-04-21,Sandwich,Referral,Winter,Returning,26.04,3,44.01,Monday,April,2025,0.1152073732718894,1.6900921658986174,14.67,1,Returning_Referral,8.68,0.19471107902057805,1.6900921658986174,0.1152073732718894,8.68
2024-06-22,Pastry,Instagram,Summer,New,43.33,8,373.39,Saturday,June,2024,0.18462958689129932,5.815488989814098,46.67375,0,New_Instagram,5.41625,0.5606004644868534,0.0,0.18462958689129932,5.41625
2024-10-19,Sandwich,Instagram,Summer,New,198.82,7,135.57,Saturday,October,2024,0.035207725580927475,0.6818730510009053,19.367142857142856,0,New_Instagram,28.40285714285714,0.02400719926066964,0.0,0.035207725580927475,28.40285714285714
2025-02-11,Pastry,Flyers,Summer,New,21.71,7,133.31,Tuesday,February,2025,0.18808314201505583,5.815488989814098,19.044285714285714,0,New_Flyers,3.1014285714285714,0.5606004644868534,0.0,0.18808314201505583,3.1014285714285714
2024-07-15,Smoothie,Referral,Fall,New,90.33,7,273.65,Monday,July,2024,0.07749363445145578,3.029447581091553,39.09285714285714,0,New_Referral,12.904285714285715,0.23476290343895576,0.0,0.07749363445145578,12.904285714285715
2025-03-25,Pastry,Flyers,Fall,New,130.63,2,94.92,Tuesday,March,2025,0.015310418739952538,0.7266324733981475,47.46,0,New_Flyers,65.315,0.011125047437773062,0.0,0.015310418739952538,65.315
2024-08-28,Pastry,Referral,Winter,New,20.0,7,44.26,Wednesday,August,2024,0.18808314201505583,2.213,6.322857142857143,0,New_Referral,2.857142857142857,0.5606004644868534,0.0,0.18808314201505583,2.857142857142857
2024-07-07,Pastry,Google Ads,Fall,Returning,173.14,7,102.08,Sunday,July,2024,0.04042971006122213,0.5895806861499365,14.582857142857142,1,Returning_Google Ads,24.73428571428571,0.023836576198738336,0.5895806861499365,0.04042971006122213,24.73428571428571
2024-10-21,Smoothie,Referral,Summer,New,40.14,9,332.37,Monday,October,2024,0.18808314201505583,5.815488989814098,36.93,0,New_Referral,4.46,0.5606004644868534,0.0,0.18808314201505583,4.46
2025-03-31,Pastry,Flyers,Fall,Returning,171.39,6,46.71,Monday,March,2025,0.035007876772273766,0.2725363206721513,7.785,1,Returning_Flyers,28.564999999999998,0.00954091793005956,0.2725363206721513,0.035007876772273766,28.564999999999998
2025-04-26,Coffee,Instagram,Winter,New,142.43,5,153.8,Saturday,April,2025,0.03510496384188724,1.0798286877764516,30.76,0,New_Instagram,28.486,0.03790734703982488,0.0,0.03510496384188724,28.486
2024-06-06,Pastry,Referral,Summer,Returning,77.62,8,375.23,Thursday,June,2024,0.10306622004637979,4.8341922185003865,46.90375,1,Returning_Referral,9.7025,0.4982419189384577,3.2240023204473434,0.10306622004637979,9.7025
2024-07-24,Coffee,Flyers,Fall,Returning,117.32,5,138.9,Wednesday,July,2024,0.04261847937265598,1.1839413569723833,27.78,1,Returning_Flyers,23.464,0.050457780300561854,1.1839413569723833,0.04261847937265598,23.464
2024-12-21,Sandwich,Google Ads,Winter,New,31.73,6,284.22,Saturday,December,2024,0.18808314201505583,5.815488989814098,47.370000000000005,0,New_Google Ads,5.288333333333333,0.5606004644868534,0.0,0.18808314201505583,5.288333333333333
2024-12-23,Smoothie,Google Ads,Winter,New,120.49,9,315.57,Monday,December,2024,0.07469499543530583,2.61905552327994,35.06333333333333,0,New_Google Ads,13.387777777777778,0.19563034035620766,0.0,0.07469499543530583,13.387777777777778
2025-01-27,Pastry,Instagram,Spring,Returning,64.56,5,73.65,Monday,January,2025,0.07744733581164807,1.1407992565055762,14.73,1,Returning_Instagram,12.912,0.08835186311226581,1.1407992565055762,0.07744733581164807,12.912
2024-08-08,Smoothie,Flyers,Winter,New,164.73,5,110.32,Thursday,August,2024,0.03035269835488375,0.669701936502155,22.064,0,New_Flyers,32.946,0.020327260866331423,0.0,0.03035269835488375,32.946
2024-07-30,Sandwich,Google Ads,Fall,New,143.4,9,385.05,Tuesday,July,2024,0.06276150627615062,2.685146443514644,42.78333333333333,0,New_Google Ads,15.933333333333334,0.16852383536702786,0.0,0.06276150627615062,15.933333333333334
2024-10-15,Smoothie,Referral,Summer,Returning,91.61,8,263.0,Tuesday,October,2024,0.08732671105774478,2.87086562602336,32.875,1,Returning_Referral,11.45125,0.25070325300935353,2.87086562602336,0.08732671105774478,11.45125
2025-02-28,Smoothie,Referral,Summer,New,180.01,10,344.1,Friday,February,2025,0.05555246930726071,1.9115604688628411,34.410000000000004,0,New_Referral,18.000999999999998,0.10619190427547588,0.0,0.05555246930726071,18.000999999999998
2024-12-30,Coffee,Instagram,Winter,Returning,48.25,3,18.85,Monday,December,2024,0.06217616580310881,0.3906735751295337,6.283333333333334,1,Returning_Instagram,16.083333333333332,0.024290584982147173,0.3906735751295337,0.06217616580310881,16.083333333333332
2024-11-24,Smoothie,Flyers,Fall,New,83.3,3,67.18,Sunday,November,2024,0.03601440576230492,0.806482593037215,22.393333333333334,0,New_Flyers,27.766666666666666,0.02904499134587809,0.0,0.03601440576230492,27.766666666666666
2024-10-14,Pastry,Instagram,Summer,Returning,152.27,9,110.56,Monday,October,2024,0.059105536218559136,0.7260786760359886,12.284444444444444,1,Returning_Instagram,16.91888888888889,0.04291526948396859,0.7260786760359886,0.059105536218559136,16.91888888888889
2024-11-23,Pastry,Instagram,Fall,New,25.29,10,270.87,Saturday,November,2024,0.18808314201505583,5.815488989814098,27.087,0,New_Instagram,2.529,0.5606004644868534,0.0,0.18808314201505583,2.529
